SalesChannel,WarehouseCode,OrderDate,ShipDate,DeliveryDate,SalesRegion,CustomerName,StoreLocation,ProductName,OrderQuantity,DiscountApplied,UnitPrice,UnitCost
Online,WARE-NMK1003,2018-06-22,2018-07-15,2018-07-22,West,"PEDIFIX, Corp",Louisiana,Table Linens,4,0.05,3979.8,1790.91
In-Store,WARE-MKL1006,2018-06-22,2018-07-11,2018-07-13,West,Ei ,Texas,Phones,3,0.075,1025.1,440.793
In-Store,WARE-NMK1003,2018-06-22,2018-07-04,2018-07-09,West,"Elorac, Corp",Kansas,Baseball,7,0.2,2519.2,1309.984
Online,WARE-NMK1003,2018-06-22,2018-07-18,2018-07-25,Midwest,O.E. Ltd,Idaho,Photo Frames,7,0.05,5031.7,3471.873
Online,WARE-PUJ1005,2018-06-23,2018-07-01,2018-07-04,South,Wuxi Group,Texas,Sculptures,1,0.1,1829.1,768.222
In-Store,WARE-PUJ1005,2018-06-23,2018-07-16,2018-07-22,South,"Apotheca, Ltd",Tennessee,TV and video,5,0.075,1072,900.48
In-Store,WARE-UHY1004,2018-06-23,2018-07-08,2018-07-14,South,Apollo Ltd,New Jersey,Vases,1,0.2,2539.3,1828.296
In-Store,WARE-PUJ1005,2018-06-23,2018-07-11,2018-07-18,South,Burt's Corp,New York,Collectibles,1,0.075,3899.4,2027.688
In-Store,WARE-MKL1006,2018-06-24,2018-06-27,2018-06-30,South,Ascend Ltd,Wisconsin,Platters,3,0.2,5045.1,3380.217
Online,WARE-NMK1003,2018-06-24,2018-07-14,2018-07-15,South,Ascend Ltd,Florida,Mirrors,8,0.05,1005,522.6
Wholesale,WARE-NMK1003,2018-06-24,2018-07-10,2018-07-17,Northeast,Pacific Ltd,Indiana,Audio,7,0.1,2438.8,1219.4
In-Store,WARE-NMK1003,2018-06-25,2018-07-10,2018-07-13,South,U.S. Ltd,Illinois,Wall Frames,4,0.3,3336.6,2035.326
In-Store,WARE-UHY1004,2018-06-25,2018-07-14,2018-07-15,Northeast,Ascend Ltd,Nevada,TV and video,4,0.15,1098.8,857.064
Online,WARE-NBV1002,2018-06-25,2018-07-18,2018-07-21,South,Procter Corp,California,Bar Tools,2,0.075,1902.8,970.428
Online,WARE-NMK1003,2018-06-25,2018-07-05,2018-07-13,Northeast,OHTA'S Corp,Illinois,Outdoor Decor,4,0.075,3477.3,2190.699
Wholesale,WARE-NMK1003,2018-06-26,2018-07-13,2018-07-17,South,O.E. Ltd,Kentucky,Blankets,1,0.1,2599.6,1481.772
Online,WARE-PUJ1005,2018-06-26,2018-07-20,2018-07-22,Midwest,Avon Corp,South Carolina,Dinnerware,1,0.075,1078.7,506.989
Online,WARE-NMK1003,2018-06-26,2018-07-15,2018-07-19,Northeast,Capweld ,Kentucky,Candleholders,5,0.2,1045.2,533.052
Online,WARE-NMK1003,2018-06-26,2018-07-19,2018-07-22,Midwest,Ohio ,Illinois,Cookware,2,0.05,1125.6,787.92
In-Store,WARE-NMK1003,2018-06-26,2018-07-16,2018-07-18,Northeast,Linde ,Indiana,Wine Storage,8,0.05,1105.5,762.795
Online,WARE-NBV1002,2018-06-26,2018-07-24,2018-08-03,South,Sundial ,California,Sculptures,1,0.1,2606.3,1668.032
Distributor,WARE-UHY1004,2018-06-26,2018-07-01,2018-07-11,Northeast,Weimei Corp,Montana,TV and video,8,0.075,227.8,95.676
Distributor,WARE-NMK1003,2018-06-26,2018-07-20,2018-07-24,Northeast,Amylin Group,Illinois,Pendants,7,0.05,167.5,123.95
In-Store,WARE-UHY1004,2018-06-26,2018-07-08,2018-07-11,Midwest,Ohio ,Nevada,Stemware,3,0.1,1145.7,538.479
In-Store,WARE-PUJ1005,2018-06-26,2018-07-12,2018-07-13,Northeast,AuroMedics Corp,Texas,Clocks,7,0.075,2599.6,2157.668
Distributor,WARE-NMK1003,2018-06-27,2018-07-09,2018-07-17,Midwest,Linde ,Florida,Basketball,1,0.05,3939.6,1969.8
In-Store,WARE-NMK1003,2018-06-27,2018-07-18,2018-07-21,Northeast,Eminence Corp,Connecticut,Platters,8,0.075,2881,1584.55
In-Store,WARE-NMK1003,2018-06-27,2018-07-04,2018-07-06,West,Capweld ,Connecticut,Festive,2,0.05,3852.5,2003.3
Wholesale,WARE-XYS1001,2018-06-27,2018-07-04,2018-07-10,Northeast,"Fenwal, Corp",California,Bean Bags,2,0.05,1139,546.72
Distributor,WARE-NMK1003,2018-06-27,2018-07-06,2018-07-09,Midwest,New Ltd,Kansas,TV and video,4,0.05,2519.2,2040.552
In-Store,WARE-NBV1002,2018-06-27,2018-07-18,2018-07-23,Midwest,Trigen ,California,Bean Bags,1,0.15,1192.6,703.634
In-Store,WARE-UHY1004,2018-06-27,2018-06-29,2018-07-09,South,Eminence Corp,Michigan,Mirrors,5,0.075,2412,1013.04
In-Store,WARE-NMK1003,2018-06-27,2018-07-18,2018-07-22,Midwest,"PEDIFIX, Corp",Florida,Audio,7,0.05,2479,2057.57
Wholesale,WARE-PUJ1005,2018-06-27,2018-07-13,2018-07-14,South,21st Ltd,Texas,Table Linens,7,0.1,1956.4,1330.352
Online,WARE-NMK1003,2018-06-27,2018-07-05,2018-07-14,Midwest,ETUDE Ltd,Illinois,Bean Bags,5,0.3,1078.7,722.729
In-Store,WARE-NBV1002,2018-06-27,2018-07-12,2018-07-22,Northeast,Capweld ,California,Candles,1,0.075,1212.7,945.906
Online,WARE-UHY1004,2018-06-27,2018-07-06,2018-07-13,South,"Fenwal, Corp",Nevada,Pendants,5,0.075,978.2,821.688
In-Store,WARE-PUJ1005,2018-06-27,2018-07-14,2018-07-18,Northeast,Dharma Ltd,New York,Home Fragrances,3,0.05,174.2,120.198
Online,WARE-UHY1004,2018-06-27,2018-07-08,2018-07-12,South,Prasco Group,Missouri,Furniture Cushions,3,0.15,1125.6,630.336
Online,WARE-PUJ1005,2018-06-28,2018-07-10,2018-07-11,West,Bare ,Oregon,Computers,6,0.15,1065.3,468.732
Online,WARE-NBV1002,2018-06-28,2018-07-16,2018-07-22,Midwest,Apollo Ltd,California,Dining Furniture,5,0.075,3892.7,2724.89
Online,WARE-PUJ1005,2018-06-28,2018-07-18,2018-07-26,Northeast,Qualitest ,South Carolina,Baseball,2,0.3,207.7,120.466
In-Store,WARE-NBV1002,2018-06-28,2018-07-13,2018-07-18,West,Pacific Ltd,California,Accessories,7,0.3,1185.9,948.72
In-Store,WARE-MKL1006,2018-06-28,2018-07-10,2018-07-17,West,Rochester Ltd,Virginia,Basketball,2,0.15,2586.2,1629.306
In-Store,WARE-XYS1001,2018-06-28,2018-07-08,2018-07-13,West,Mylan Corp,California,Wall Coverings,4,0.3,2579.5,1960.42
Online,WARE-XYS1001,2018-06-28,2018-07-21,2018-07-27,West,New Ltd,California,Clocks,8,0.075,6378.4,2806.496
Distributor,WARE-PUJ1005,2018-06-28,2018-07-03,2018-07-11,Midwest,Mylan Corp,Oregon,Candleholders,7,0.2,3008.3,2226.142
In-Store,WARE-NMK1003,2018-06-28,2018-07-25,2018-08-01,South,Bare ,Georgia,Bar Tools,3,0.075,1755.4,930.362
Online,WARE-NMK1003,2018-06-28,2018-07-09,2018-07-10,West,Dharma Ltd,Illinois,Mirrors,8,0.075,1139,740.35
In-Store,WARE-XYS1001,2018-06-28,2018-07-13,2018-07-17,South,U.S. Ltd,California,Wardrobes,5,0.075,6157.3,4556.402
Online,WARE-XYS1001,2018-06-28,2018-07-25,2018-08-03,South,Trigen ,California,Rugs,7,0.1,2231.1,1093.239
In-Store,WARE-NBV1002,2018-06-28,2018-07-15,2018-07-18,South,E. Ltd,California,Cocktail Glasses,7,0.1,2479,1859.25
Distributor,WARE-XYS1001,2018-06-29,2018-07-06,2018-07-15,Midwest,Amylin Group,California,Blankets,4,0.05,6391.8,4793.85
Wholesale,WARE-PUJ1005,2018-06-29,2018-07-19,2018-07-20,Northeast,ETUDE Ltd,New York,Floor Lamps,2,0.05,1139,660.62
Online,WARE-NMK1003,2018-06-29,2018-07-01,2018-07-08,West,Ascend Ltd,Kansas,Clocks,3,0.1,2586.2,1681.03
In-Store,WARE-UHY1004,2018-06-29,2018-07-04,2018-07-08,Northeast,O.E. Ltd,Massachusetts,Table Linens,4,0.05,3899.4,1871.712
In-Store,WARE-NBV1002,2018-06-29,2018-07-24,2018-07-29,West,Prasco Group,California,Festive,8,0.05,951.4,599.382
In-Store,WARE-NMK1003,2018-06-30,2018-07-20,2018-07-24,Northeast,Medsep Group,Illinois,Wardrobes,1,0.05,5607.9,3476.898
In-Store,WARE-PUJ1005,2018-06-30,2018-07-04,2018-07-11,Northeast,Medline ,New York,Platters,2,0.075,1165.8,827.718
Online,WARE-PUJ1005,2018-06-30,2018-07-27,2018-08-06,West,Pure Group,New York,Pillows,2,0.05,1949.7,1520.766
Distributor,WARE-NMK1003,2018-06-30,2018-07-11,2018-07-16,Midwest,Select ,Iowa,Bedroom Furniture,8,0.1,3685,2690.05
Distributor,WARE-MKL1006,2018-06-30,2018-07-17,2018-07-26,West,"Elorac, Corp",Texas,Furniture Cushions,2,0.4,2633.1,1816.839
Online,WARE-PUJ1005,2018-06-30,2018-07-11,2018-07-13,South,Mylan Corp,New York,Accessories,1,0.075,1072,460.96
In-Store,WARE-XYS1001,2018-06-30,2018-07-04,2018-07-05,Northeast,Ascend Ltd,California,Cocktail Glasses,1,0.075,3537.6,1910.304
In-Store,WARE-UHY1004,2018-06-30,2018-07-21,2018-07-24,Midwest,Weimei Corp,North Carolina,Bakeware,8,0.2,1092.1,622.497
In-Store,WARE-PUJ1005,2018-06-30,2018-07-20,2018-07-22,Midwest,Pure Group,New York,Bathroom Furniture,4,0.05,1748.7,1136.655
Online,WARE-XYS1001,2018-06-30,2018-07-24,2018-07-29,South,Bare ,Arizona,Baseball,8,0.075,891.1,739.613
In-Store,WARE-NMK1003,2018-06-30,2018-07-21,2018-07-28,Northeast,Weimei Corp,Illinois,Accessories,5,0.05,3082,1510.18
In-Store,WARE-NMK1003,2018-06-30,2018-07-17,2018-07-21,Midwest,OUR Ltd,Iowa,Outdoor Furniture,5,0.075,1125.6,776.664
In-Store,WARE-NMK1003,2018-06-30,2018-07-13,2018-07-18,Midwest,U.S. Ltd,Colorado,Wine Storage,6,0.075,1252.9,651.508
Wholesale,WARE-MKL1006,2018-07-01,2018-07-04,2018-07-09,West,Winthrop ,Washington,Home Fragrances,1,0.075,837.5,527.625
Wholesale,WARE-PUJ1005,2018-07-01,2018-07-29,2018-08-08,South,Ohio ,Pennsylvania,Rugs,1,0.075,1031.8,773.85
Online,WARE-UHY1004,2018-07-01,2018-07-06,2018-07-09,Midwest,New Ltd,Nevada,Phones,4,0.15,2385.2,1454.972
In-Store,WARE-NMK1003,2018-07-01,2018-07-16,2018-07-18,Northeast,"Fenwal, Corp",Illinois,Wall Coverings,2,0.05,1802.3,1153.472
Wholesale,WARE-PUJ1005,2018-07-01,2018-07-19,2018-07-22,South,Select ,New York,Wreaths,5,0.05,1018.4,753.616
Online,WARE-NMK1003,2018-07-01,2018-07-07,2018-07-12,West,Amylin Group,Colorado,Rugs,7,0.4,3946.3,1815.298
In-Store,WARE-NMK1003,2018-07-01,2018-07-20,2018-07-21,Midwest,Ohio ,Florida,Outdoor Furniture,7,0.2,3953,2095.09
In-Store,WARE-NMK1003,2018-07-02,2018-07-16,2018-07-22,South,Avon Corp,Illinois,Outdoor Decor,6,0.075,5098.7,3416.129
Online,WARE-MKL1006,2018-07-02,2018-07-10,2018-07-15,Midwest,Ei ,Utah,Bathroom Furniture,8,0.075,3758.7,1954.524
Distributor,WARE-XYS1001,2018-07-02,2018-07-07,2018-07-11,Midwest,Ei ,California,Basketball,7,0.15,911.2,610.504
Distributor,WARE-UHY1004,2018-07-02,2018-07-04,2018-07-06,Midwest,Mylan Corp,North Dakota,Wine Storage,3,0.4,904.5,379.89
Online,WARE-NMK1003,2018-07-02,2018-07-08,2018-07-18,South,Ohio ,Florida,Bathroom Furniture,3,0.05,911.2,410.04
Online,WARE-XYS1001,2018-07-02,2018-07-08,2018-07-11,South,"PEDIFIX, Corp",California,Floral,5,0.3,227.8,134.402
In-Store,WARE-NBV1002,2018-07-02,2018-07-21,2018-07-27,West,Linde ,California,Rugs,4,0.075,254.6,117.116
Wholesale,WARE-XYS1001,2018-07-02,2018-07-20,2018-07-21,Northeast,Trigen ,California,Table Linens,3,0.075,683.4,444.21
In-Store,WARE-NMK1003,2018-07-03,2018-07-15,2018-07-20,Northeast,"Exact-Rx, Corp",Illinois,Bar Tools,7,0.05,3919.5,2234.115
Wholesale,WARE-MKL1006,2018-07-03,2018-07-24,2018-07-25,South,Prasco Group,Virginia,Dining Furniture,8,0.05,1092.1,786.312
In-Store,WARE-NMK1003,2018-07-04,2018-07-24,2018-08-03,Northeast,21st Ltd,Kentucky,Bar Tools,4,0.05,924.6,536.268
Online,WARE-NMK1003,2018-07-04,2018-07-31,2018-08-06,Northeast,Nipro ,Indiana,Wine Storage,8,0.05,1018.4,794.352
In-Store,WARE-MKL1006,2018-07-04,2018-07-25,2018-07-28,Northeast,Qualitest ,Washington,Bakeware,7,0.2,1788.9,1305.897
Distributor,WARE-NBV1002,2018-07-04,2018-08-01,2018-08-08,Midwest,Pure Group,California,Audio,2,0.3,944.7,538.479
Wholesale,WARE-NMK1003,2018-07-04,2018-07-30,2018-07-31,South,Victory Ltd,Georgia,Pendants,3,0.1,3959.7,2573.805
In-Store,WARE-NMK1003,2018-07-04,2018-07-19,2018-07-25,Northeast,Apollo Ltd,Hawaii,Collectibles,5,0.05,167.5,70.35
Wholesale,WARE-NMK1003,2018-07-04,2018-07-15,2018-07-23,South,E. Ltd,Connecticut,Wine Storage,2,0.05,3872.6,1975.026
In-Store,WARE-NMK1003,2018-07-04,2018-07-14,2018-07-23,Midwest,Medline ,Indiana,Accessories,8,0.05,6539.2,3858.128
Distributor,WARE-XYS1001,2018-07-04,2018-07-23,2018-07-24,Midwest,Winthrop ,California,Computers,1,0.1,1025.1,779.076
Distributor,WARE-NMK1003,2018-07-04,2018-07-07,2018-07-16,Midwest,Uriel Group,Indiana,Pendants,3,0.1,938,572.18
Wholesale,WARE-MKL1006,2018-07-04,2018-07-08,2018-07-16,South,Qualitest ,Virginia,Wreaths,3,0.075,1045.2,804.804
Wholesale,WARE-UHY1004,2018-07-04,2018-07-19,2018-07-25,West,Pacific Ltd,Louisiana,Vanities,8,0.15,167.5,112.225
Online,WARE-MKL1006,2018-07-04,2018-07-30,2018-07-31,Midwest,Winthrop ,Texas,Home Fragrances,5,0.075,1721.9,1377.52
Online,WARE-UHY1004,2018-07-05,2018-07-16,2018-07-19,West,S.S.S. Group,New Jersey,Phones,3,0.1,676.7,466.923
In-Store,WARE-NMK1003,2018-07-05,2018-07-11,2018-07-18,Northeast,Niconovum Corp,Illinois,Wall Frames,2,0.075,167.5,82.075
In-Store,WARE-UHY1004,2018-07-05,2018-07-09,2018-07-17,Northeast,Mylan Corp,Nevada,Dining Furniture,5,0.075,1118.9,895.12
Wholesale,WARE-XYS1001,2018-07-05,2018-07-30,2018-08-09,South,Pure Group,California,Vases,3,0.075,1139,933.98
In-Store,WARE-PUJ1005,2018-07-05,2018-07-16,2018-07-26,West,Winthrop ,Ohio,Collectibles,4,0.1,1748.7,751.941
In-Store,WARE-UHY1004,2018-07-05,2018-07-18,2018-07-25,South,Ole Group,New York,Wreaths,8,0.05,1728.6,1140.876
Wholesale,WARE-NMK1003,2018-07-05,2018-07-16,2018-07-26,Northeast,Ole Group,Indiana,Accessories,8,0.075,1112.2,500.49
In-Store,WARE-XYS1001,2018-07-05,2018-07-13,2018-07-18,West,Ei ,California,Cookware,6,0.05,2385.2,1454.972
Wholesale,WARE-NBV1002,2018-07-05,2018-07-10,2018-07-17,South,Eminence Corp,California,Table Lamps,8,0.3,221.1,172.458
Distributor,WARE-NMK1003,2018-07-06,2018-08-02,2018-08-12,Midwest,Avon Corp,Florida,Pendants,7,0.05,5708.4,2682.948
Online,WARE-PUJ1005,2018-07-06,2018-07-26,2018-08-03,South,Ascend Ltd,Oregon,Rugs,1,0.3,1038.5,830.8
In-Store,WARE-XYS1001,2018-07-06,2018-07-09,2018-07-19,South,"Exact-Rx, Corp",California,Table Linens,4,0.15,3993.2,3234.492
Online,WARE-NMK1003,2018-07-06,2018-08-01,2018-08-04,West,Linde ,Indiana,Outdoor Decor,8,0.2,1085.4,792.342
Online,WARE-PUJ1005,2018-07-06,2018-07-21,2018-07-22,Midwest,O.E. Ltd,Ohio,Accessories,7,0.1,3886,2020.72
In-Store,WARE-PUJ1005,2018-07-06,2018-07-21,2018-07-25,Northeast,Ohio ,Pennsylvania,Serveware,3,0.2,3986.5,2670.955
Online,WARE-NMK1003,2018-07-06,2018-07-27,2018-07-30,South,Weimei Corp,Florida,Vases,3,0.075,1206,988.92
Wholesale,WARE-MKL1006,2018-07-07,2018-07-13,2018-07-16,West,Ascend Ltd,Washington,Dinnerware,1,0.3,1842.5,1050.225
Wholesale,WARE-PUJ1005,2018-07-07,2018-07-21,2018-07-27,Northeast,Capweld ,Rhode Island,Table Linens,3,0.05,5051.8,2930.044
Online,WARE-UHY1004,2018-07-07,2018-07-20,2018-07-27,Midwest,ETUDE Ltd,New Mexico,Floor Lamps,1,0.075,1165.8,466.32
Online,WARE-MKL1006,2018-07-07,2018-07-25,2018-07-26,Midwest,Ohio ,Texas,Photo Frames,8,0.075,3966.4,2340.176
Online,WARE-PUJ1005,2018-07-07,2018-07-25,2018-08-03,West,Pure Group,Texas,Wine Storage,3,0.2,1802.3,1495.909
Online,WARE-NMK1003,2018-07-08,2018-07-22,2018-07-31,South,O.E. Ltd,Illinois,Candleholders,5,0.075,1105.5,851.235
Online,WARE-XYS1001,2018-07-08,2018-07-24,2018-07-28,Midwest,"3LAB, Ltd",California,Vases,7,0.05,1889.4,1398.156
Online,WARE-MKL1006,2018-07-08,2018-07-31,2018-08-01,Midwest,Select ,Virginia,Serveware,7,0.075,1018.4,661.96
In-Store,WARE-PUJ1005,2018-07-08,2018-07-21,2018-07-22,West,Medsep Group,Pennsylvania,Rugs,5,0.05,3865.9,2822.107
Wholesale,WARE-UHY1004,2018-07-08,2018-07-10,2018-07-15,West,S.S.S. Group,Nevada,Bakeware,7,0.1,998.3,449.235
Online,WARE-NMK1003,2018-07-08,2018-07-30,2018-08-05,South,"Fenwal, Corp",Iowa,Candleholders,2,0.075,254.6,127.3
Online,WARE-XYS1001,2018-07-08,2018-08-02,2018-08-05,West,Ole Group,Arizona,Wardrobes,5,0.4,703.5,316.575
Distributor,WARE-NBV1002,2018-07-08,2018-08-04,2018-08-13,Midwest,Niconovum Corp,California,Cookware,6,0.05,1092.1,546.05
Online,WARE-NBV1002,2018-07-08,2018-07-27,2018-08-04,West,"PEDIFIX, Corp",California,Table Lamps,4,0.05,1038.5,560.79
In-Store,WARE-NMK1003,2018-07-08,2018-08-01,2018-08-05,West,Sundial ,Indiana,Platters,4,0.15,2398.6,1894.894
Wholesale,WARE-NMK1003,2018-07-09,2018-07-12,2018-07-14,West,OHTA'S Corp,Idaho,Dinnerware,4,0.05,897.8,368.098
Distributor,WARE-XYS1001,2018-07-09,2018-07-29,2018-08-06,South,S.S.S. Group,California,Sculptures,7,0.15,5212.6,3179.686
Online,WARE-NMK1003,2018-07-09,2018-07-13,2018-07-20,Midwest,U.S. Ltd,Colorado,Wine Storage,3,0.05,254.6,206.226
In-Store,WARE-UHY1004,2018-07-09,2018-07-31,2018-08-04,West,"Apotheca, Ltd",North Carolina,Table Lamps,4,0.075,3926.2,2120.148
Online,WARE-PUJ1005,2018-07-09,2018-07-27,2018-08-05,Northeast,Ole Group,Texas,Dining Furniture,8,0.1,1165.8,582.9
In-Store,WARE-NMK1003,2018-07-09,2018-08-02,2018-08-07,Midwest,Winthrop ,Indiana,Computers,1,0.15,3859.2,2354.112
In-Store,WARE-NBV1002,2018-07-09,2018-07-29,2018-07-31,West,ETUDE Ltd,California,Collectibles,6,0.05,167.5,100.5
Distributor,WARE-MKL1006,2018-07-09,2018-07-15,2018-07-17,Midwest,Capweld ,Texas,Wall Frames,8,0.05,1681.7,891.301
Distributor,WARE-NMK1003,2018-07-09,2018-08-06,2018-08-07,Northeast,Ascend Ltd,Florida,Table Lamps,8,0.05,924.6,665.712
Distributor,WARE-NMK1003,2018-07-09,2018-07-23,2018-08-02,Midwest,Ole Group,Florida,Floral,6,0.1,3966.4,3371.44
Online,WARE-PUJ1005,2018-07-09,2018-07-27,2018-08-01,Midwest,Qualitest ,Ohio,Festive,7,0.1,938,450.24
In-Store,WARE-NBV1002,2018-07-10,2018-08-01,2018-08-02,Midwest,Pacific Ltd,California,Wall Coverings,6,0.2,1983.2,1090.76
In-Store,WARE-NMK1003,2018-07-10,2018-07-21,2018-07-31,West,Wuxi Group,Illinois,Dinnerware,7,0.075,2586.2,2094.822
In-Store,WARE-NBV1002,2018-07-11,2018-07-25,2018-08-02,Midwest,Linde ,California,Photo Frames,3,0.05,3061.9,2051.473
Wholesale,WARE-PUJ1005,2018-07-11,2018-07-24,2018-07-31,West,S.S.S. Group,Texas,Floor Lamps,1,0.2,1051.9,452.317
Distributor,WARE-UHY1004,2018-07-11,2018-07-16,2018-07-22,Midwest,Apollo Ltd,Missouri,Photo Frames,8,0.15,261.3,104.52
In-Store,WARE-NMK1003,2018-07-11,2018-07-27,2018-08-01,South,ETUDE Ltd,Florida,Platters,6,0.05,6143.9,3071.95
Distributor,WARE-NMK1003,2018-07-11,2018-07-31,2018-08-03,West,Nipro ,Georgia,Festive,7,0.2,2472.3,1928.394
In-Store,WARE-PUJ1005,2018-07-11,2018-07-26,2018-07-27,Northeast,"PEDIFIX, Corp",Texas,Baseball,3,0.075,3892.7,3075.233
In-Store,WARE-UHY1004,2018-07-11,2018-08-05,2018-08-11,South,Trigen ,Michigan,Mirrors,1,0.05,964.8,492.048
In-Store,WARE-MKL1006,2018-07-11,2018-07-30,2018-08-05,Northeast,U.S. Ltd,Texas,Dining Furniture,8,0.2,3832.4,3104.244
In-Store,WARE-NMK1003,2018-07-11,2018-07-25,2018-08-02,Northeast,Medline ,Indiana,Home Fragrances,7,0.2,964.8,781.488
In-Store,WARE-NMK1003,2018-07-11,2018-07-24,2018-07-29,Northeast,"Fenwal, Corp",Florida,Rugs,1,0.05,1118.9,794.419
Online,WARE-PUJ1005,2018-07-11,2018-07-31,2018-08-06,West,"Exact-Rx, Corp",Texas,Computers,8,0.05,180.9,74.169
Distributor,WARE-NMK1003,2018-07-11,2018-08-07,2018-08-08,Northeast,E. Ltd,Colorado,Wall Frames,7,0.05,844.2,346.122
In-Store,WARE-NMK1003,2018-07-11,2018-08-03,2018-08-06,Midwest,Prasco Group,Colorado,Ornaments,7,0.2,3490.7,1780.257
Online,WARE-NBV1002,2018-07-12,2018-08-08,2018-08-11,West,Victory Ltd,California,Baseball,5,0.2,1112.2,778.54
In-Store,WARE-NMK1003,2018-07-12,2018-08-08,2018-08-15,South,Llorens Ltd,Florida,Platters,1,0.05,1072,568.16
Distributor,WARE-XYS1001,2018-07-12,2018-07-29,2018-08-04,Midwest,Pacific Ltd,Alabama,Collectibles,3,0.075,1078.7,906.108
Wholesale,WARE-PUJ1005,2018-07-12,2018-07-26,2018-08-01,South,21st Ltd,New York,TV and video,7,0.075,5433.7,3857.927
Online,WARE-PUJ1005,2018-07-12,2018-07-14,2018-07-18,West,Pure Group,Texas,Wall Frames,8,0.05,3906.1,3163.941
Online,WARE-NMK1003,2018-07-12,2018-07-20,2018-07-25,West,Ohio ,Connecticut,Wall Coverings,4,0.15,2458.9,2090.065
Distributor,WARE-UHY1004,2018-07-12,2018-07-30,2018-08-01,Midwest,Medsep Group,New York,Blankets,3,0.075,1112.2,856.394
In-Store,WARE-NMK1003,2018-07-12,2018-07-16,2018-07-17,West,Uriel Group,Iowa,Audio,4,0.05,1065.3,745.71
In-Store,WARE-PUJ1005,2018-07-12,2018-07-24,2018-07-30,Northeast,Procter Corp,South Carolina,Table Linens,6,0.075,1862.6,1359.698
Wholesale,WARE-PUJ1005,2018-07-12,2018-07-31,2018-08-04,Northeast,Apollo Ltd,New York,Dinnerware,7,0.2,1822.4,1184.56
Wholesale,WARE-NMK1003,2018-07-12,2018-07-21,2018-07-29,South,Amylin Group,Illinois,Dining Furniture,7,0.05,1065.3,575.262
Online,WARE-XYS1001,2018-07-12,2018-07-24,2018-07-31,Northeast,Mylan Corp,California,Stemware,3,0.05,5875.9,4289.407
In-Store,WARE-NMK1003,2018-07-12,2018-08-01,2018-08-06,Northeast,21st Ltd,Illinois,Wine Storage,3,0.075,1728.6,708.726
Distributor,WARE-NMK1003,2018-07-13,2018-07-18,2018-07-25,Midwest,Sundial ,Florida,Home Fragrances,4,0.05,3832.4,2452.736
Distributor,WARE-PUJ1005,2018-07-13,2018-08-10,2018-08-17,Northeast,Burt's Corp,New York,Dinnerware,1,0.05,1025.1,861.084
Distributor,WARE-NMK1003,2018-07-13,2018-08-02,2018-08-12,Midwest,Avon Corp,Florida,Home Fragrances,4,0.05,1815.7,944.164
In-Store,WARE-PUJ1005,2018-07-13,2018-07-22,2018-07-25,Northeast,Capweld ,Pennsylvania,Cookware,2,0.075,3839.1,1689.204
In-Store,WARE-XYS1001,2018-07-13,2018-07-15,2018-07-23,West,Rochester Ltd,California,Mirrors,1,0.05,2425.4,1430.986
In-Store,WARE-UHY1004,2018-07-13,2018-07-16,2018-07-22,Northeast,Ascend Ltd,Michigan,Bakeware,6,0.15,3865.9,1971.609
In-Store,WARE-MKL1006,2018-07-13,2018-08-03,2018-08-07,Northeast,Nipro ,Virginia,Accessories,2,0.075,2653.2,1857.24
Online,WARE-NMK1003,2018-07-13,2018-07-27,2018-08-03,West,Llorens Ltd,Colorado,Table Lamps,2,0.15,991.6,594.96
Distributor,WARE-MKL1006,2018-07-13,2018-07-21,2018-07-25,Midwest,Ei ,Utah,Phones,5,0.1,2512.5,2060.25
Distributor,WARE-XYS1001,2018-07-14,2018-08-07,2018-08-17,West,"PEDIFIX, Corp",California,Stemware,6,0.1,2613,1332.63
Distributor,WARE-MKL1006,2018-07-14,2018-08-08,2018-08-11,South,Avon Corp,Washington,Wreaths,5,0.15,5721.8,3375.862
In-Store,WARE-UHY1004,2018-07-14,2018-07-17,2018-07-24,Northeast,Medsep Group,North Carolina,Dinnerware,2,0.075,1768.8,831.336
Online,WARE-UHY1004,2018-07-14,2018-07-31,2018-08-04,West,Qualitest ,Minnesota,Floral,5,0.1,2606.3,1251.024
Online,WARE-MKL1006,2018-07-14,2018-07-22,2018-07-28,South,21st Ltd,Texas,Bedroom Furniture,8,0.1,2452.2,1569.408
Distributor,WARE-UHY1004,2018-07-14,2018-07-17,2018-07-23,Midwest,Bare ,Maryland,Pillows,1,0.05,964.8,694.656
Distributor,WARE-NMK1003,2018-07-15,2018-08-03,2018-08-10,Midwest,Winthrop ,Colorado,Wardrobes,5,0.05,1125.6,562.8
Distributor,WARE-PUJ1005,2018-07-15,2018-08-07,2018-08-09,Midwest,S.S.S. Group,Texas,Wall Coverings,5,0.05,857.6,548.864
In-Store,WARE-XYS1001,2018-07-15,2018-07-19,2018-07-20,South,AuroMedics Corp,California,Photo Frames,7,0.075,3906.1,1796.806
In-Store,WARE-NMK1003,2018-07-15,2018-07-19,2018-07-23,West,Medsep Group,Illinois,TV and video,5,0.15,1078.7,506.989
Online,WARE-PUJ1005,2018-07-15,2018-08-10,2018-08-13,South,Ole Group,Ohio,Pendants,1,0.4,2432.1,1264.692
Online,WARE-NMK1003,2018-07-15,2018-08-03,2018-08-12,South,WakeFern ,Colorado,Wall Coverings,8,0.05,958.1,536.536
